sentiment,tweet_preproc
Negative,anime bad fake news eric
Negative,anime bad fake news
Negative,anime bad fake news eric
Negative,anime bad cable news eric
Negative,anime worst embarrassing fake news news eric
Negative,remain bad fake news
Positive,thank guy
Positive,thank guy
Positive,thank guy
Positive,thank ya guy
Positive,thank guy
Positive,thank guy
Irrelevant,ya president trump racist black unemployment bad plus president trump award ellis island medal honor look racist muhammad ali rosa park slap head truth google
Irrelevant,yes president trump racist black unemployment bad plus award president trump ellis island medal honor look racist muhammad ali rosa park hit head truth google
Irrelevant,yes president trump racist black unemployment bad plus president trump award ellis island order honor look racist muhammad ali park hit head truth google
Irrelevant,ya president trump racist black unemployment bad plus president trump got award ellis island medal ic honor look racist muhammad ali rosa park beat head truth google
Irrelevant,believe ya president levi trump racist black unemployment bad plus say president abraham trump award ellis island memorial medal honor look racist muhammad jamal ali rosa park slap nail head truth google
Irrelevant,ya president trump racist black unemployment bad plus president trump award ellis island page honor look close look ali rosa park slap truth truth google
Neutral,late adorn daily paper liee
Neutral,new adorn daily paper li e e
Neutral,late adorn daily paper li e e
Neutral,late pdf daily paper liee
Neutral,late facebook adorn daily paper li e e c
Neutral,adorn dailyunk liee
Irrelevant,wow guy read teleprompter crazy watch news people google speech like write poor fella dead man basement election guess hillary fill circus slot pic twitter comqrnrctsz
Irrelevant,wow guy read teleprompter crazy watch news people google speech way write poor fella get dead man basement election guess hillary fill circus place pic twitter com qrnrctsz
Irrelevant,oh guy read teleprompter frantically watch news people spin speech actually write poor fella pull dead man basement election guess hillary fill circus slot pic facebook com qrnrctsz
Irrelevant,wow guy read teleprompter crazy watch news people google speech like write poor fella dead man basement election guess hillary fill circus slot pic twitter comqrnrctsz
Irrelevant,wow guy read teleprompter crazy watch news people google speech like write poor fella dead man basement election guess hillary fill circus slot pic twitter comqrnrctsz
Positive,grateful support get small family own business thank return customer check custom hardwood flooring refinish installation google g pagewoodflooringlo
Positive,grateful support small family business thank regular customer check custom hardwood flooring repair lay google g page woodflooringlo
Positive,grateful support small family business thank return customer
Positive,grateful support get small family own business thank return patron check custom hardwood wall refinish installation google g pagewoodflooringlo
Positive,  grateful enormous support get true small family own business thank return faithful customer check custom hardwood floor refinish installation google g photo page woodflooringlo
Positive,grateful supportunk get small family own business thankunk happy customer check custom hardwood flooring refinish installation google g pagewoodflooringlo
Irrelevant,second away reichstag fire america google send troop legless threat cowardly shit warning
Irrelevant,second away reichstag fire america google send troop legless threat cowardly shit warning
Irrelevant,america google send troop legless threat insidious shit warning
Irrelevant,second away reichstag fire america google send troop legless threat cowardly terrorist warning
Irrelevant,exact second away reichstag fire america google send troop silently legless threat cowardly dirty shit job good warning
Irrelevant,second away organize reichstag fire america google send word legless step cowardly opponent warning
Neutral,want friend know read message app perfect bit lyqemcad link bit lyhcopld
Neutral,want friend know read message app perfect bit ly qemcad link bit ly hcopld t co lpewyab
Neutral,want friend know read book app perfect bit ly qemcad link bit ly hcopld co lpewyab
Neutral,want friend know read message app perfect bit lyqemcad link ft lyhcopld
Neutral,want friend know read message app perfect bit ly qemcad private link bit de ly hcopld
Neutral,usually friend know ifve read message app perfect lyqemcad text bit lyhcopld
Neutral,  play interesting quiz amazonplay game amazon funzone easy play try luck exciting reward download amazon app google play store amazon ingamesharegl eligible win prize
Neutral,play interesting quiz amazon play game amazon funzone easy play try luck exciting reward download amazon app google play store amazon game share gl eligible win prize
Neutral,download amazon app google play store amazon game share gl eligible win prize
Neutral,  play interesting quiz amazonplay link amazon funzone easy play try luck fun reward download amazon app google play visit amazon ingamesharegl eligible win bonus
Neutral,  play interesting quiz amazon play game online amazon funzone b s easy play try luck exciting online reward download amazon app google play store amazon game share gl actually eligible win prize
